id,keyword,location,text,target,cleaned_text,text_length,word_count
1779,buildings%20on%20fire,OnFreedomRoad.com,"#coup 9/11 vs Cal Fires So is this an attack on America? Say, like 9/11. The same questions must be asked about… https://t.co/7PQauGTIXj",0,coup vs cal fires so is this an attack on america say like the same questions must be asked about,97,20
8797,ruin,X1,junho visited fancafe again 😭 he probably misses oneits same as other members and he cant do nothing but reading their messa…,0,junho visited fancafe again he probably misses oneits same as other members and he cant do nothing but reading their messa,122,21
3999,destruction,Earth,The prolonged agony of the religious minorities can be ended in an instant through the destruction of the caste order.…,0,the prolonged agony of the religious minorities can be ended in an instant through the destruction of the caste order,117,20
6448,hijack,Israel,"CyberArk details ""BlackDirect,"" a now-fixed bug in Azure's OAuth2 system that could have allowed hackers to hijack Azure ac…",0,cyberark details blackdirect a nowfixed bug in azures oauth system that could have allowed hackers to hijack azure ac,117,19
1909,burning,Lithuania,📽️ | George MacKay Answers Burning Questions From British Vogue ! 'Vogue meets 2020’s brightest stars' #GeorgeMacKay 👉…,0,george mackay answers burning questions from british vogue vogue meets s brightest stars georgemackay,101,14
9517,stretcher,"San Diego, CA",A MAN HAS FALLEN INTO THE RIVER IN LEGO CITY START THE RESCUE HELICOPTER HEY! BUILD… https://t.co/eWB7fp7hoT,0,a man has fallen into the river in lego city start the rescue helicopter hey build,82,16
2674,crash,"Belfast, Northern Ireland",This was an absolutely car crash interview by !! Now bored of racism being used to win an argument https://t…,0,this was an absolutely car crash interview by now bored of racism being used to win an argument,95,18
10248,thunderstorm,Kalgoorlie BOULDER,Glorious rain!!!! Just beautiful! #rain #weather #thunderstorm #KalgNews https://t.co/SNbneGx5mQ,0,glorious rain just beautiful rain weather thunderstorm kalgnews,63,8
6243,hazard,"Nottingham, England","Occupational hazard as all us #Court and #Crime reporters know, my friend",0,occupational hazard as all us court and crime reporters know my friend,70,12
438,army,,I’ve decided again tonight. I’ll love forever. I’ll be an ARMY forever.,0,ive decided again tonight ill love forever ill be an army forever,65,12
7775,obliterate,USA,"a lot, but to be fair, plants are more resilient than that. me stepping on a dandelion doesnt oblitera… https://t.co/bZMqQ0IBuI",0,a lot but to be fair plants are more resilient than that me stepping on a dandelion doesnt oblitera,99,19
2276,cliff%20fall,,a high IQ play would be being bearish $BTC for January 2020 should fall off a cliff soon https://t.co/v7SClFdWRc,0,a high iq play would be being bearish btc for january should fall off a cliff soon,82,17
3527,demolition,"Vancouver, Canada","Yesterday, I got a rare good-faith question about demolitions of existing in the context of fourplex legalization. Most…",0,yesterday i got a rare goodfaith question about demolitions of existing in the context of fourplex legalization most,116,18
11051,wild%20fires,,"Volcanic eruptions have been happening for 100s of million years, so have wild fires, so… https://t.co/e6svHogxWW",1,volcanic eruptions have been happening for s of million years so have wild fires so,83,15
8683,riot,SUB=2 Orbes de orden y caos▶,🚀SORTEO 2000 RIOT POINTS🚀 Requisitos: -Follow () -RT &amp; FAV Si mencionas a alguien tienes mas posibilidades de…,0,sorteo riot points requisitos follow rt amp fav si mencionas a alguien tienes mas posibilidades de,98,16
4296,drought,"Headley, Surrey","Her breakfast causes drought &amp; murder, her wedding bouquet could have killed her niece, she rubs her baby bump because she’s…",0,her breakfast causes drought amp murder her wedding bouquet could have killed her niece she rubs her baby bump because shes,123,21
427,army,,INDONESIA ARMY WHERE ARE YOU?! WE ARE HUGE PLEASE VOTE #BoyWithLuv #BestMusicVideo #iHeartAwards @…,0,indonesia army where are you we are huge please vote boywithluv bestmusicvideo iheartawards,91,13
5865,flooding,Lothian,Storm Brendan causes severe gales and flooding across parts of Scotland. See more 👉 https://t.co/NRuo1XF03q https://t…,1,storm brendan causes severe gales and flooding across parts of scotland see more,80,13
2317,collapse,,A system built on slavery from you feeling a strong sense of entitled to the pretend loya… https://t.co/cwje7sSdxl,0,a system built on slavery from you feeling a strong sense of entitled to the pretend loya,89,17
2318,collapse,In the mountains ⛰,Why do I tweet? Because the mainstream media is ignoring the financial collapse happening in SA. The same with mainstrea…,0,why do i tweet because the mainstream media is ignoring the financial collapse happening in sa the same with mainstrea,118,20
7858,obliterated,"Fort Lauderdale, FL",Obliterated,0,obliterated,11,1
8057,panic,Moradabad,We have a PMC Bank situation in Bengaluru! RBI has restricted withdrawals from Sri Gururaghavendra Co-op Bank creating hug…,1,we have a pmc bank situation in bengaluru rbi has restricted withdrawals from sri gururaghavendra coop bank creating hug,120,19
7095,lava,,"A volcano has erupted on an uninhabited island in the Galapagos, spewing lava on the ecologically sensitive environment https://t…",1,a volcano has erupted on an uninhabited island in the galapagos spewing lava on the ecologically sensitive environment,118,18
5182,explosion,THEY/THEM or HE/HIM,(the explosion &amp; implosion occur with each new enemy phaselocked too its GREAT),0,the explosion amp implosion occur with each new enemy phaselocked too its great,79,13
9671,suicide%20bomb,Over the Rainbow,9) Killing = Naughty Bad Oof 10) Suicide = Self Oof 11) Bomb = Boomy Boom Boom 12) Wound = Leaky Skin Hole 13) Gay = Happy…,0,killing naughty bad oof suicide self oof bomb boomy boom boom wound leaky skin hole gay happy,93,17
2976,damage,"Hyderabad, India","Idk if it'll backfire (all the damage that was going to happen has happened *to her*. Donation refunds,… https://t.co/FCAhM25BpM",0,idk if itll backfire all the damage that was going to happen has happened to her donation refunds,97,18
4332,drown,depression hole,Might go to Cabo by myself for Taco Tuesday and drown in a skinny margarita,0,might go to cabo by myself for taco tuesday and drown in a skinny margarita,75,15
9057,screams,,"Q: ""One Direction's 2015 visit to Dubai's [.....] Do u have any memories of that gig? A: ""it's hard for me to remem… https://t.co/Upu2xJqIxg",0,q one directions visit to dubais do u have any memories of that gig a its hard for me to remem,94,21
7823,obliterate,British Columbia,Thinking about how some cataclysmic event in the vast universe incomprehensible to us with our present scope of kno… https://t.co/2vZuMyefXM,0,thinking about how some cataclysmic event in the vast universe incomprehensible to us with our present scope of kno,115,19
3545,demolition,Port Harcourt,#MorningCrossfire: Demolition Of Buildings For Flyover Construction . Discussions with landlords started from the… https://t.co/ajnjPfOKAM,0,morningcrossfire demolition of buildings for flyover construction discussions with landlords started from the,109,13
2618,collision,,TESS dates an ancient collision with our galaxy,0,tess dates an ancient collision with our galaxy,47,8
444,army,Kingdom of Saudi Arabia,"After the most brutal and provocative statement of the DGISPR (should an already butchered be butchered again), we are forc…",1,after the most brutal and provocative statement of the dgispr should an already butchered be butchered again we are forc,120,20
3968,destruction,,He should honour his words to step down in 2 years and leave peacefully instead of calling for a vote of c… https://t.co/aTLvEXBKuX,0,he should honour his words to step down in years and leave peacefully instead of calling for a vote of c,104,21
11170,wounded,,"“Isn’t she lovely when she agrees?” Nikolai asked, and savored Zoya’s scowl. It was so much better than seeing that stark…",0,isnt she lovely when she agrees nikolai asked and savored zoyas scowl it was so much better than seeing that stark,114,21
2798,crushed,,"When Ed Orgeron was passed over for the USC job, he was crushed. His wife Kelly told him, “God has a better plan.” T…",0,when ed orgeron was passed over for the usc job he was crushed his wife kelly told him god has a better plan t,110,24
8942,screamed,Essex,It was the people on the ground that screamed.,0,it was the people on the ground that screamed,45,9
2544,collision,"Somerset, United Kingdom","#A303 Eastbound between #Chicklade and #Wylye, there is a vehicle collision and fluid spillage. Contractors en route to…",1,a eastbound between chicklade and wylye there is a vehicle collision and fluid spillage contractors en route to,111,18
7152,lightning,,This team is better and built from the ground up for sustained success. 2012 caught lightning in a bottle…,0,this team is better and built from the ground up for sustained success caught lightning in a bottle,99,18
1714,buildings%20burning,London,"I mean, there's directness though. Like, the townhall of whatevertown Alabama was built with slave… https://t.co/utqajXNNzn",0,i mean theres directness though like the townhall of whatevertown alabama was built with slave,94,15
1295,blown%20up,Metopia,"The instant Ghafoor said F16s weren't used, it was clear to any thinking person F16 wasn't shot down. G… https://t.co/vToFhkmxK7",0,the instant ghafoor said fs werent used it was clear to any thinking person f wasnt shot down g,95,19
9835,survive,Add your location,i forget rose's mum crushed the guy she loved under a piece of building and made her kill the soldiers… https://t.co/4dewsuD1Ss,1,i forget roses mum crushed the guy she loved under a piece of building and made her kill the soldiers,101,20
2192,chemical%20emergency,online,The yellow/green liquid is probably pepper spray. It's acidic which is causing the ch… https://t.co/AOC81aMBxC,0,the yellowgreen liquid is probably pepper spray its acidic which is causing the ch,82,14
4291,drought,Buckinghamshire U.K,Zimbabwe will run out of food in February due to a prolonged drought and continuing economic crisis This is a vital proo…,1,zimbabwe will run out of food in february due to a prolonged drought and continuing economic crisis this is a vital proo,120,22
2817,crushed,,Absolutely CRUSHED 😳🔥 https://t.co/vXt60Bp95F,0,absolutely crushed,18,2
4060,detonate,"Reston, VA","Of all the people to detonate the vest on Bernie, I did not expect Warren. She would have been in his administration.",0,of all the people to detonate the vest on bernie i did not expect warren she would have been in his administration,114,22
9019,screaming,NFC .RMA,Fans screaming “F*ck Valverde” and “Valverde out” as the team bus arrives back to the hotel https://t.co/5KaAnKDdCu,0,fans screaming fck valverde and valverde out as the team bus arrives back to the hotel,86,16
9089,seismic,A PLACE NO ONE UNDERSTANDS,Taal volcano news – live: Hundreds of thousands urged to flee possible eruption as 'intense seismic activity' rocks Philippi…,1,taal volcano news live hundreds of thousands urged to flee possible eruption as intense seismic activity rocks philippi,119,18
9553,stretcher,Austria,This image shows a heroic female flight attendant carrying a sick passenger on her back to a waiting ambulance beca… https://t.co/C1YqXrSP5W,0,this image shows a heroic female flight attendant carrying a sick passenger on her back to a waiting ambulance beca,115,20
1379,body%20bagging,,I'm king as tea bagging your dead body.,0,im king as tea bagging your dead body,37,8
4191,disaster,mapúa,CALL FOR DONATIONS: TAAL VOLCANO ERUPTION/ASHFALL Greetings SHS Mapúans! We are calling out for those people who are willi…,0,call for donations taal volcano eruptionashfall greetings shs mapans we are calling out for those people who are willi,118,19
10851,war%20zone,The moon,I’m guessing he was absolutely loving going to a fucking war zone!!! I mean who doesn… https://t.co/wzneb1VpS4,0,im guessing he was absolutely loving going to a fucking war zone i mean who doesn,81,16
2587,collision,"Faridabad, India",Poor visibility in #Vellore leads to chain collision of vehicles https://t.co/l6N51b6802,1,poor visibility in vellore leads to chain collision of vehicles,63,10
11161,wounded,,"The black cat is on it's way. Oh, the wounded! I heard small moans heading away from me in the darkness. What did black cat do to him??",0,the black cat is on its way oh the wounded i heard small moans heading away from me in the darkness what did black cat do to him,128,28
123,airplane%20accident,"Virginia, USA",So Iranian radars cannot tell the difference between an incoming missile and an out going Ukrainian airplane? What… https://t.co/hoeEJEUIHE,1,so iranian radars cannot tell the difference between an incoming missile and an out going ukrainian airplane what,113,18
2357,collapse,🇲🇼|🇿🇦,Pressure is mounting on government to reconstruct the 150 kilometre M5 road from #Salima to #Nkhotakota which has been in…,0,pressure is mounting on government to reconstruct the kilometre m road from salima to nkhotakota which has been in,114,19
8147,panicking,vkook+yoonmin,TAEHYUNG PANICKING AND RUNNING AWAY IS SO FUNNYJFJGJD https://t.co/k1M3CNjhjJ,0,taehyung panicking and running away is so funnyjfjgjd,53,8
7705,nuclear%20reactor,Global Citizen,"Congratulations to EIT InnoEnergy Master School graduate, Eirik Eide Pettersen who has been listed in MIT's Innovators Un…",0,congratulations to eit innoenergy master school graduate eirik eide pettersen who has been listed in mits innovators un,119,18
5220,eyewitness,"Auckland, New Zealand","If you are not an eyewitness, you are a false witness (Exodus 20:16). If you didn’t see it, you shouldn’t be gossippin…",0,if you are not an eyewitness you are a false witness exodus if you didnt see it you shouldnt be gossippin,105,21
3959,destroyed,"Selma, AL",She's spot on though. She's explaining how close we came to the… https://t.co/marrfDYum8,0,shes spot on though shes explaining how close we came to the,60,12
9383,smoke,Bunbury,"""Yes, the smoke is a problem but smoke, as it always does, will blow away."" Acting PM Michael McCormack comments on the bushfir…",0,yes the smoke is a problem but smoke as it always does will blow away acting pm michael mccormack comments on the bushfir,121,23
5910,flooding,Spain,VENICE RUNS DRY: Gondolas stranded in mud just two months after severe flooding #venice #gondolas #flooding… https://t.co/TkS4Tk21xi,1,venice runs dry gondolas stranded in mud just two months after severe flooding venice gondolas flooding,103,16
2842,curfew,,"Since 'Kashmir is under curfew', Nazreen may not be able to g… https://t.co/KsjQTb7tdz",1,since kashmir is under curfew nazreen may not be able to g,58,12
3307,deluge,"Fucktown, USA","Once work calms down, y'all better be ready for a deluge of Keep Your Hands Off Eizouken! fan art",0,once work calms down yall better be ready for a deluge of keep your hands off eizouken fan art,94,19
9746,suicide%20bombing,"Nagpur, India",Death toll in Pakistan mosque suicide bombing rises to 15 https://t.co/Wf3nRFZ1eV,1,death toll in pakistan mosque suicide bombing rises to,54,9
11005,whirlwind,"pas ici, ni là... #Graou 🐻",#PatchTuesday #crypt32.dll We’re just missing the information if we have to patch first the servers (IIS exposed) or the wo…,0,patchtuesday cryptdll were just missing the information if we have to patch first the servers iis exposed or the wo,115,20
10498,traumatised,United Kingdom,I always felt like the fandom's reaction to this scandal traumatised him quite strongly and he was ver… https://t.co/tnqUCPibww,0,i always felt like the fandoms reaction to this scandal traumatised him quite strongly and he was ver,101,18
1698,buildings%20burning,Earth,Please tell me what is happening here. Why are those buildings burning? Who started the fire? Who killed those people? Why?,0,please tell me what is happening here why are those buildings burning who started the fire who killed those people why,118,21
8754,rubble,,At least 56 people dead in #Pakistani administered #Kashmir #NeelumValley after avalanches hit scores of houses. Au… https://t.co/LB4Gc6eT9f,1,at least people dead in pakistani administered kashmir neelumvalley after avalanches hit scores of houses au,108,16
7739,nuclear%20reactor,,Very. It was a triple punch. A true knockout. 1) the very public execution of the terrorist kingpin &amp; sever…,0,very it was a triple punch a true knockout the very public execution of the terrorist kingpin amp sever,103,19
6231,hazard,With Leonne's Mum,"Upgrade packs, you’ll be able to do Hazard w the players u pack",0,upgrade packs youll be able to do hazard w the players u pack,61,13
1878,burning,"Hyderabad, India",I dn't hv problm wth smone opposng. I hv problm wth peopl burning th country in t… https://t.co/7eSb9cYgfI,0,i dnt hv problm wth smone opposng i hv problm wth peopl burning th country in t,79,17
9418,snowstorm,"Puyallup, WA",When I started organizing against instacart a year ago it was because we had a freak… https://t.co/PRSNzSq29F,0,when i started organizing against instacart a year ago it was because we had a freak,84,16
5857,flood,"Quezon City, Philippines","Kinda reminds me of the time one guy drove his car into waist-deep flood, then blamed authorities for not informing… https://t.co/DygIbT3NgS",0,kinda reminds me of the time one guy drove his car into waistdeep flood then blamed authorities for not informing,113,20
7884,obliterated,NYC Area,"Abby looked up and saw a low dark thing moving toward her. A black form, now visible through the whipping snow, now… https://t.co/x3FzHV7muW",0,abby looked up and saw a low dark thing moving toward her a black form now visible through the whipping snow now,112,22
9960,survivors,"Troy, AL",This year marks the 20th anniversary of the Trafficking Victims Protection Act. The FBI takes a victim-centered approach on these…,0,this year marks the th anniversary of the trafficking victims protection act the fbi takes a victimcentered approach on these,125,20
522,arsonist,Levi's mop,You mean a sea sandwich?,0,you mean a sea sandwich,23,5
10434,trauma,The Universe,The cycles of trauma and self-sabotage ends with me.,0,the cycles of trauma and selfsabotage ends with me,50,9
2892,curfew,,Came home drunk and past curfew and fell completely over a baby gate. Broke 3 toes🤦🏼‍♀️ https://t.co/vgK8EsjJlH,0,came home drunk and past curfew and fell completely over a baby gate broke toes,79,15
7193,loud%20bang,OT7 • fan account ✨🇵🇭,imagine bts members having their own kid and they got to visit bang pd and bighit building gonna be so loud and noi… https://t.co/M8oJrbdsyu,0,imagine bts members having their own kid and they got to visit bang pd and bighit building gonna be so loud and noi,115,23
1446,body%20bags,"Sacramento, CA",Oh fuck I’m dying. Trevor is tossing out body bags today.,0,oh fuck im dying trevor is tossing out body bags today,54,11
11131,windstorm,"Victoria, B.C.","""Pacheedaht"" means ""Children of the Sea Foam"" and we saw sea foam everywhere around Botanical Beach yesterday. An eagle al…",0,pacheedaht means children of the sea foam and we saw sea foam everywhere around botanical beach yesterday an eagle al,117,20
11273,wreck,,How to wreck your twitter feed in one stupid comment. Congrats!!!! You win,0,how to wreck your twitter feed in one stupid comment congrats you win,69,13
8680,riot,,"I really want to read more this year and expand the type of books I read, so I've decided to do Book Riot's 2020… https://t.co/kL7fSLzgpg",0,i really want to read more this year and expand the type of books i read so ive decided to do book riots,104,23
3821,desolate,shell city,i lost all of my drafts......feeling: desolate https://t.co/2NjmfcbfX1,0,i lost all of my draftsfeeling desolate,39,7
5759,flattened,"Highlands Ranch, CO","Grandmother’s prayer closet survives powerful tornado that flattened home, killed many https://t.co/KHuTSwIQXM",1,grandmothers prayer closet survives powerful tornado that flattened home killed many,84,11
8095,panic,아이즈원,"please delete, you can make a whole fandom in panic mode 😌",0,please delete you can make a whole fandom in panic mode,55,11
5184,explosion,Walthamstow,Have you seen our current exhibition yet?! An explosion of colour from pupils at with their exhibition “M…,0,have you seen our current exhibition yet an explosion of colour from pupils at with their exhibition m,102,18
8010,outbreak,Washington DC,China virus outbreak linked to seafood market not currently spreading: WHO https://t.co/8LF0W7sH3U,0,china virus outbreak linked to seafood market not currently spreading who,73,11
11275,wreck,,And yea didn't go to the appt because I'm a dumb wreck of a human waste,0,and yea didnt go to the appt because im a dumb wreck of a human waste,69,16
11291,wreck,Canada,.. great .. and why not add those two nut-balls out of the House along with this c… https://t.co/QPSmPvQuFQ,0,great and why not add those two nutballs out of the house along with this c,75,16
11197,wounds,treasure + yoonbin 💌,ketombe siapa takut #Ben_Wounds #HaYoonbin https://t.co/nokmmsEZBX,0,ketombe siapa takut benwounds hayoonbin,39,5
3450,demolished,Earth,"In 55 seconds flat, he demolished a 150+ year old party that is supposed to have got us freedom from GBritain...This man…",0,in seconds flat he demolished a year old party that is supposed to have got us freedom from gbritainthis man,108,20
5319,famine,Takara,Going back through my works serves as a reminder that I adore writing. I've been so focused on my characters that I… https://t.co/ShVURxegXT,0,going back through my works serves as a reminder that i adore writing ive been so focused on my characters that i,113,22
6949,inundated,Next To You,"Current utilities field #workforcemanagement is inundated with manual, disconnected processes that are less than optimal. With…",0,current utilities field workforcemanagement is inundated with manual disconnected processes that are less than optimal with,123,16
5669,first%20responders,"san marcos , Texas",". will make it her mission to celebrate first responders in each city that she goes to on her upcoming ""W…",0,will make it her mission to celebrate first responders in each city that she goes to on her upcoming w,102,20
9978,terrorism,The Evil Empire!,Trump retweets Pelosi in Muslim garb. WH says he did it to show that Dems support terrorism. Muslim garb equals terrorism? T…,0,trump retweets pelosi in muslim garb wh says he did it to show that dems support terrorism muslim garb equals terrorism t,121,22
9598,structural%20failure,"Straya, Cunt",&gt; Get new bicycle saddle &gt; Manual entirely in Chinese &gt; I've got engineering qualifications I'm sure I can figure o… https://t.co/mL94RxUiyx,0,gt get new bicycle saddle gt manual entirely in chinese gt ive got engineering qualifications im sure i can figure o,116,21
4725,electrocuted,Mumbai,"Shame!!! Lawyer friends, we need to rise! This is a direct attack on all of us for doing what we are duty bound to do, wha…",0,shame lawyer friends we need to rise this is a direct attack on all of us for doing what we are duty bound to do wha,116,26
7480,military,"Beeston, Nottingham, UK",She also voted against military intervention in Syria and is chair of Labour friends of Palestine,0,she also voted against military intervention in syria and is chair of labour friends of palestine,97,16
9358,smoke,"Hobart, Tasmania","THIS SHOULD GO GLOBAL. THIS IS US IN AUSTRALIA CHOKING ON SMOKE RIGHT NOW, AND IF THE REST OF YOU DON’T DRASTICALLY CUT…",0,this should go global this is us in australia choking on smoke right now and if the rest of you dont drastically cut,116,23
4790,emergency,,2020-01-14 08:49 UTC: The plane with registration RA-89067 from the Russian Emergency Ministry just departed at Moscow (55.53 38.26),0,utc the plane with registration ra from the russian emergency ministry just departed at moscow,94,15
4214,displaced,US UK FR,CRITICAL VIDEO! PROOF OF WEATHER MANIPULATION 4 EVIL. WE HAVE TECHNOLOGY TO MAKE RAIN BUT NOT USING IT 4 FIRES! 1 B… https://t.co/TZcGtdwtJT,0,critical video proof of weather manipulation evil we have technology to make rain but not using it fires b,106,19
6401,hellfire,Wherever,"i know, I know. I've been preaching ""patience""f or 3 years. Badd starting sounding like som… https://t.co/UfOZkzL8ZT",0,i know i know ive been preaching patiencef or years badd starting sounding like som,83,15
3429,demolish,"Bristol, England","My first experience of environmental activism was Newbury bypass, 1996. Most trees gone by then &amp; I was just a one-… https://t.co/tDbzz7yWfP",0,my first experience of environmental activism was newbury bypass most trees gone by then amp i was just a one,109,20
5091,evacuation,,Paypal donations are very much welcomed. Over 60 evacuation centers in Batangas are in dire need of your help. Mara… https://t.co/sZGBfGKkLl,0,paypal donations are very much welcomed over evacuation centers in batangas are in dire need of your help mara,110,19
4879,emergency%20services,"London, England",No. Your “child” isn’t a cause is it. The context is the e… https://t.co/CKyld63TBT,0,no your child isnt a cause is it the context is the e,53,13
8369,radiation%20emergency,,The warned everybody FOUR years ago about this issue: https://t.co/kyFaXIL589 Doug… https://t.co/jbtEv51WD2,0,the warned everybody four years ago about this issue doug,57,10
10370,trapped,"Houston, TX","When a child loses their parent they remain, trapped in that moment of loss forever. He lost his mother young b…",0,when a child loses their parent they remain trapped in that moment of loss forever he lost his mother young b,109,21
6493,hijacker,,What is the #Role of 's #PMOIndia Vide RegistrationNo -PMOPG / D /0131300 /2019 refer to… https://t.co/yI0opzAoJf,0,what is the role of s pmoindia vide registrationno pmopg d refer to,67,13
8949,screamed,Bree - Brianna- Cynthia - Gia,WTF THE ENDING I SCREAMED WHY SHE DID THAT... SHADY QUEEN 💀,0,wtf the ending i screamed why she did that shady queen,54,11
9709,suicide%20bombing,Austin TX,How is Suicide bombing going on? No more ve… https://t.co/LFgtpSYlBy,0,how is suicide bombing going on no more ve,42,9
8392,razed,#teamharemkuroko ☆,"""My rationality has been razed to ths touch to Asami."" -Takaba Akihito (Viewfinder)",0,my rationality has been razed to ths touch to asami takaba akihito viewfinder,77,13
2092,casualty,"Broken Hill, New South Wales",Don’t look over here (just another casualty of the changing climate) Look over there at the... well... not sure wha… https://t.co/hKy5Myh4cI,0,dont look over here just another casualty of the changing climate look over there at the well not sure wha,106,20
269,annihilated,,The antichrist - he single-handedly annihilated the american movie industry,0,the antichrist he singlehandedly annihilated the american movie industry,72,9
2583,collision,"London, England",✅ CLEARED ✅ Routes 325 366 are back to their normal routes on Highbridge Road following an earlier collision. https://t.co/N9X0C1Kteg,1,cleared routes are back to their normal routes on highbridge road following an earlier collision,96,15
7354,mass%20murderer,,SHAME ON the many U.S. &amp; European news media who were clamoring to get to Iran to cover funeral of a mass murderer of in…,0,shame on the many us amp european news media who were clamoring to get to iran to cover funeral of a mass murderer of in,120,25
870,blaze,Hong Kong,君の中の英雄、マジで聞き覚えある部分多くてすき hacking to the gate、ETERNAL BLAZEとか混じってる感じ,0,hacking to the gateeternal blaze,32,5
6829,injuries,Manila,Angkas once again suffering from back injuries for carrying the Ph government https://t.co/TzCr3sUjEo,1,angkas once again suffering from back injuries for carrying the ph government,77,12
3385,demolish,"Arrah, India",https://t.co/HCIMVrXCuO IBA UFBU are good for nothing. These two illegal entity are curse for 10 lakh bankers &amp; 4 lakh Bank…,0,iba ufbu are good for nothing these two illegal entity are curse for lakh bankers amp lakh bank,95,18
6298,hazardous,"BKK, Thailand.","5. Due to hazardous smog and lack of sleep/rest, I have been sick multiple times (like now, I have bronchitis and I… https://t.co/Z51WL7FNCl",1,due to hazardous smog and lack of sleeprest i have been sick multiple times like now i have bronchitis and i,108,21
4359,drown,"Gadsden’s Wharf, S. Carolina","Lindsee Leonardo, 32, left infant son alone to drown in a bathtub, all because she needed some ‘me time.’… https://t.co/zLwMEP2O0z",1,lindsee leonardo left infant son alone to drown in a bathtub all because she needed some me time,96,18
6334,heat%20wave,Lokeren,Air pollution. Protest. Extreme heat. The Amazon. Elections. These are 5 environmental stories that could define 2020.…,0,air pollution protest extreme heat the amazon elections these are environmental stories that could define,105,15
3777,derailment,India,NIA was investigating the Hadiya 'love jihad'case NIA was investigating the Kanpur Train 'Terror attack'case where Feku h…,0,nia was investigating the hadiya love jihadcase nia was investigating the kanpur train terror attackcase where feku h,117,18
3107,death,"London, England","Research Affiliates defends value (duh). Its bootstrap analysis ""the current drawdown is 4.9% probable given the… https://t.co/7eSDC7vpZx",0,research affiliates defends value duh its bootstrap analysis the current drawdown is probable given the,103,15
8162,panicking,,"Thanx for the clip , sir..........today everyone is panicking.........share down 10 % intraday....… https://t.co/rUDJYR4elN",0,thanx for the clip sirtoday everyone is panickingshare down intraday,68,10
5455,fatality,"Pennsylvania, USA","Poison mist is just an objectively cool wrestling move/Mortal Kombat fatality. And Becky absolutely killed that, from the s…",0,poison mist is just an objectively cool wrestling movemortal kombat fatality and becky absolutely killed that from the s,120,19
6923,inundated,England,I have checked and still no reply. I also wrote to watchdog who said they have been inundated with com… https://t.co/mVLFXJcNSY,0,i have checked and still no reply i also wrote to watchdog who said they have been inundated with com,101,20
10305,tragedy,,The strange lack of any follow up on Pulwama by the authorities and/or the press confirms my fears that someone was put u…,0,the strange lack of any follow up on pulwama by the authorities andor the press confirms my fears that someone was put u,120,23
274,annihilated,"West Palm Beach, FL",Just annihilated this 25 y/o graduate broad... Made her call me “The Gaud” Snatched her souls and didn’t bust...… https://t.co/SdrPOV2vFi,0,just annihilated this yo graduate broad made her call me the gaud snatched her souls and didnt bust,99,18
9100,seismic,Philippines,The Philippine Seismic Network recorded a total of forty-nine (49) volcanic earthquakes in the Taal region from 2:0… https://t.co/0FWFGDKOUS,0,the philippine seismic network recorded a total of fortynine volcanic earthquakes in the taal region from,105,16
7575,mudslide,Kenilworth,Mudslide - the blue tones,0,mudslide the blue tones,23,4
5337,fatal,"Kolkata, India","Delhi promoting blue eyed corrupt individuals, vested interests to undermine institutions in Kashmir. You can't make people…",0,delhi promoting blue eyed corrupt individuals vested interests to undermine institutions in kashmir you cant make people,120,17
3184,deaths,"Chuwar, Brisbane","It’s how he makes money. He has air conditioning so nothing will make him uncomfortable. Deaths, destruction, anhia… https://t.co/PybtXdTHtt",0,its how he makes money he has air conditioning so nothing will make him uncomfortable deaths destruction anhia,110,18
458,arson,USA,Climate Change Or Arson Jihad? - https://t.co/BNYlRJsACJ A look into what's behind the Australian wildfires.,1,climate change or arson jihad a look into whats behind the australian wildfires,79,13
6212,hazard,"RTing is not an endorsement, but vague agreement . #BritishIndependence","I hazard a guess , you may be right. It was done recently over UKraine to attempt to smear the victim.. https://t.co/cMQYmui6c6",0,i hazard a guess you may be right it was done recently over ukraine to attempt to smear the victim,98,20
10041,terrorist,"Ohio, USA",An ANGRY AGNOSTIC Groupie pushing buttons Who says you can't EXPLOTE Kids terrorist traffickers W einstein E pste… https://t.co/RFTshw30nT,0,an angry agnostic groupie pushing buttons who says you cant explote kids terrorist traffickers w einstein e pste,112,18
1973,bush%20fires,Southern California,THE GREAT AUSTRALIAN BUSH FIRES: The 2019-2020 Australian summer is an apocalyptic warning of what climate change can d…,1,the great australian bush fires the australian summer is an apocalyptic warning of what climate change can d,108,18
3869,destroy,,"1 John 3:8 ""...For this purpose the Son of God was manifested, that He might destroy the works of the devil.""",0,john for this purpose the son of god was manifested that he might destroy the works of the devil,96,19
3096,dead,Nigeria,"If i had been posting Sex, breasts and dick since 2009 i joined Twitter NG,am dead sure I’d have ov… https://t.co/aCbpjURiK3",0,if i had been posting sex breasts and dick since i joined twitter ngam dead sure id have ov,91,19
10660,upheaval,,Schools should brace for five years of upheaval from a triumphant party with Gove at its heart https://t.co/kAQp5SQE9S,0,schools should brace for five years of upheaval from a triumphant party with gove at its heart,94,17
10039,terrorist,Somewhere,Even terrorist accused is not safe in Modi sarkar.,0,even terrorist accused is not safe in modi sarkar,49,9
7010,inundation,"Rio Grande Valley, Texas",Google’s hydraulic model for this river in India is much more accurate (inundation mapping) than legacy models. Sh… https://t.co/o3TNKH86Rt,0,googles hydraulic model for this river in india is much more accurate inundation mapping than legacy models sh,110,18
